epoch,train_loss,val_rmse,secs
0,438.43224,18.62033,67
1,243.62470,12.36560,66
2,88.91930,6.39921,66
3,15.90894,2.06092,66
4,2.45627,1.13836,66
5,1.22581,0.91969,66
6,0.94765,0.83180,66
7,0.82724,0.90257,66
8,0.74780,0.78777,66
9,0.68604,0.74608,66
10,0.63020,0.74190,66
11,0.59971,0.74124,66
12,0.56495,0.72847,66
13,0.52690,0.67610,66
14,0.45107,0.66582,66
15,0.43303,0.68087,66
16,0.40633,0.65879,66
17,0.38437,0.67002,66
18,0.37420,0.66631,66
19,0.35739,0.66820,66
