epoch,train_loss,val_rmse,secs
0,436.85581,18.61716,94
1,241.15728,11.76751,92
2,85.05170,6.33147,92
3,19.03806,2.92138,93
4,3.32747,1.28258,92
5,0.96802,0.99582,92
6,0.66115,1.08033,93
7,0.55911,0.78590,92
8,0.51232,0.73732,92
9,0.46931,0.78666,93
10,0.43786,0.88725,92
11,0.42204,0.68652,92
12,0.38868,0.72937,93
13,0.37426,0.74315,93
14,0.34927,0.76195,93
15,0.34368,0.67710,92
16,0.32097,0.66893,94
17,0.31210,0.66231,93
18,0.29873,0.70149,92
19,0.28264,0.67736,94
