epoch,train_loss,val_rmse,secs
0,369.49819,18.65651,66
1,199.57985,11.82709,66
2,74.46221,6.79222,65
3,19.64195,3.03373,65
4,2.57656,1.39889,66
5,0.90248,1.16691,66
6,0.63133,1.01715,65
7,0.53018,0.88101,65
8,0.46351,0.86670,65
9,0.40955,0.81555,65
10,0.37701,0.77490,66
11,0.35749,0.76393,66
12,0.32537,0.73717,65
13,0.30848,0.74215,66
14,0.29528,0.72049,65
15,0.29114,0.70612,66
16,0.24265,0.67280,66
17,0.19837,0.64754,66
18,0.19055,0.64888,66
19,0.18449,0.65313,66
