epoch,train_loss,val_rmse,secs
0,434.13724,18.41428,66
1,233.38616,11.56376,65
2,78.21530,6.07404,65
3,18.79974,2.76786,66
4,4.06946,1.61189,66
5,1.65987,1.28274,65
6,1.06755,1.08367,66
7,0.80852,0.89540,65
8,0.65121,0.85373,65
9,0.56859,0.78790,65
10,0.47832,0.71648,65
11,0.37984,0.69003,66
12,0.35120,0.68132,65
13,0.32497,0.66748,65
14,0.30455,0.65506,65
15,0.29230,0.66087,66
16,0.27358,0.68288,66
17,0.26193,0.65898,66
18,0.25029,0.66295,66
19,0.23402,0.66869,66
