epoch,train_loss,val_rmse,secs
0,434.14834,18.59592,66
1,240.20358,12.37371,65
2,85.93614,6.25133,66
3,17.70916,2.67738,66
4,2.98315,1.35920,66
5,1.10129,1.00102,66
6,0.73065,0.84826,66
7,0.55684,0.79172,65
8,0.48920,0.75318,66
9,0.43873,0.71889,66
10,0.38805,0.70393,66
11,0.35803,0.70902,66
12,0.32946,0.68705,66
13,0.30221,0.67235,66
14,0.28569,0.66584,66
15,0.27035,0.68474,66
16,0.24544,0.66846,65
17,0.22738,0.66190,65
18,0.22108,0.68615,65
19,0.20982,0.66166,66
