epoch,train_loss,val_rmse,secs
0,371.40864,18.46707,67
1,206.75551,12.49605,65
2,81.43590,6.59124,66
3,18.78131,2.84829,66
4,3.15331,1.42501,66
5,0.86007,0.98780,65
6,0.50017,0.83446,66
7,0.37907,0.82200,65
8,0.34227,0.75519,66
9,0.31108,0.73738,66
10,0.29282,0.71376,66
11,0.27308,0.70157,66
12,0.25641,0.70354,66
13,0.24438,0.68175,66
14,0.23930,0.68793,66
15,0.22670,0.68512,66
16,0.21468,0.70455,66
17,0.20974,0.67481,66
18,0.20623,0.69181,66
19,0.19773,0.65567,66
