epoch,train_loss,val_rmse,secs
0,433.30532,18.21258,88
1,229.61076,11.60671,88
2,75.24244,6.18479,87
3,17.49271,2.66593,87
4,4.02697,1.56264,87
5,1.27258,1.01301,87
6,0.76297,0.82657,87
7,0.59207,0.76357,86
8,0.51665,0.75474,88
9,0.45066,0.68396,86
10,0.42791,0.69197,86
11,0.39126,0.70122,88
12,0.36825,0.65728,86
13,0.34629,0.65040,86
14,0.31702,0.64456,87
15,0.29691,0.66726,87
16,0.28610,0.63814,87
17,0.27753,0.65181,87
18,0.26282,0.66660,87
19,0.24449,0.67436,86
