epoch,train_loss,val_rmse,secs
0,432.11739,18.53526,67
1,237.21203,12.09791,66
2,81.52871,5.96235,65
3,16.21466,2.65095,65
4,3.06902,1.31005,65
5,1.12429,0.99424,65
6,0.76544,0.86385,65
7,0.59693,0.79615,65
8,0.51981,0.77079,65
9,0.46455,0.72804,65
10,0.42111,0.70981,65
11,0.39759,0.67846,65
12,0.35763,0.67673,65
13,0.34194,0.68879,65
14,0.32450,0.67184,65
15,0.31321,0.70643,65
16,0.30253,0.66961,66
17,0.28341,0.68174,65
18,0.27788,0.67051,65
19,0.26269,0.67451,65
