epoch,train_loss,val_rmse,secs
0,438.41116,18.59557,72
1,224.09523,11.14550,71
2,70.09763,5.95463,71
3,16.23328,2.65881,71
4,2.31306,1.11696,71
5,0.90945,0.87615,71
6,0.66537,0.87731,71
7,0.53642,0.76729,71
8,0.47668,0.70532,71
9,0.43115,0.68774,71
10,0.40624,0.69264,71
11,0.37407,0.68514,71
12,0.34918,0.66737,71
13,0.32457,0.64944,71
14,0.31159,0.65757,71
15,0.29192,0.65077,71
16,0.27577,0.65471,71
17,0.25634,0.63643,71
18,0.24766,0.65910,71
19,0.23492,0.65334,71
